STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SEX,Sex,AGE,Age,ATTAINMENT_LEV,Educational attainment level,EDUCATION_FIELD,Field of education,MEASURE,Measure,INCOME,Income,BIRTH_PLACE,Place of birth,MIGRATION_AGE,Age at migration,EDU_STATUS,Education status,LABOUR_FORCE_STATUS,Labour force status,DURATION_UNEMP,Unemployment duration,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,WORK_TIME_ARNGMNT,Work time arrangement,QUESTIONNAIRE,Questionnaire name,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,COL,Colombia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,28.94097328,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CRI,Costa Rica,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,25.31343079,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CRI,Costa Rica,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,54.48036194,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CRI,Costa Rica,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,20.20620537,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,5.896662712,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,67.13140869,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,26.97192955,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DNK,Denmark,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,42.87325287,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DNK,Denmark,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,17.83963966,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DNK,Denmark,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,39.28710938,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,EST,Estonia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,10.63978195,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,EST,Estonia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,41.58761978,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,EST,Estonia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,47.77259827,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FIN,Finland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,11.04381943,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FIN,Finland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,42.53651428,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FIN,Finland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,46.41966629,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FRA,France,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,16.34615135,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FRA,France,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,42.43151093,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FRA,France,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,41.22233582,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,33.43443298,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,16.65015602,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,49.91540909,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,GRC,Greece,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,19.2255249,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,GRC,Greece,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,34.32847595,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,GRC,Greece,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,46.44599915,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,HUN,Hungary,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,57.53584671,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,HUN,Hungary,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,12.64647007,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,HUN,Hungary,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,29.81768417,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ISL,Iceland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,35.10569,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ISL,Iceland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,20.43259621,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ISL,Iceland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,44.46171188,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ISR,Israel,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,50.33946991,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ISR,Israel,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,12.06484222,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ISR,Israel,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,37.59568787,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ITA,Italy,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,34.51665115,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ITA,Italy,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,21.58254433,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ITA,Italy,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,43.90080643,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,KOR,Korea,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,54.51742172,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,KOR,Korea,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,7.422547817,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,KOR,Korea,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,38.06003189,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LVA,Latvia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,39.18385696,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LVA,Latvia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,11.11183739,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LVA,Latvia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,49.70430756,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LTU,Lithuania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2023,,46.37329102,,A,Normal value,,,0,Units,1,One
